id,label,type,domain,domain_label,content,source_count
bbo,バッチベイズ最適化,concept,d4,プロセス制御・自律最適化,数百万通りの培養条件を、ガウス過程＋バッチ取得関数で効率探索。RPE分化率を反復改善した自律実験の中核解法（GPyOptベース）。,2
bf,明視野/位相差イメージング,concept,d2,画像取得・コンピュータビジョン,低光毒性で非侵襲なラベルフリー観察。一方で低コントラスト・不均一背景・ハロー/エッジ効果があり、頑健なセグメンテーションが難所。,1
botorch,BoTorch,system,d4,プロセス制御・自律最適化,PyTorch ベースの低レベルベイズ最適化ライブラリ。qEI/qNEHVI、MultiFidelityGP、KnowledgeGradient 等を提供。,0
capa,CAPA / リスク管理（FMEA）,concept,d6,GMP・規制・データインテグリティ,逸脱・品質事象の根本原因分析と是正/予防措置。FMEA等のリスク評価が製品・工程設計の判断を導く。ソフトの逸脱検知設計に直結。,1
cira,CiRA財団 / my iPS,player,d8,エコシステム・プレイヤー,自家iPSの閉鎖系フル自動製造を推進。約3週間・原材料費約100万円/人を掲げ、PMDA適合性調査・非臨床を経て2028年度の治験開始を目標。,3
closeddev,閉鎖型専用培養装置,concept,d3,ロボティクス・液体ハンドリング,装置内で取り出さず培養するクローズド機。無菌性・更衣簡略化・人為ミス低減に優れ、財団のmy iPS製造の中核アーキテクチャ。,2
cobrapy_gem,COBRApy + GEM 差替候補,concept,d4,プロセス制御・自律最適化,将来のゲノム規模代謝モデル（COBRApy）への差替候補。培地組成を制約ベースで解き、代謝物収支を予測。,0
conf,コンフルエンシー算出,concept,d2,画像取得・コンピュータビジョン,セグメンテーションで占有面積/コロニー面積を定量。継代や次工程移行の判断指標（例: 70-80%）として閾値化される中核メトリクス。,2
contamination_response,汚染疑い応答フロー,concept,d7,センサ・環境モニタリング,contamination_suspected 検知時の P0 即時対応。ブレインは安全系へのホールド要求を出し、デバイス局所が強制停止。研究者確認・誤検知記録・CAPA 起票の分岐。,2
cpp_aggregate_diameter,CPP: aggregate diameter,concept,d7,センサ・環境モニタリング,A-layer aggregate diameter 150-350 um; Borys 2021 reports >400 um necrosis risk.,0
cpp_agitation,CPP: agitation rpm,concept,d4,プロセス制御・自律最適化,A-layer agitation 50-120 rpm; Borys 2021 optimum 40-60 rpm for Vertical-Wheel iPSC.,0
cpp_ammonia,CPP: ammonia (monitoring),concept,d7,センサ・環境モニタリング,"Ammonia monitoring-only CPP for v1; mammalian toxicity threshold 4-6 mM, iPSC-native threshold not yet established.",0
cpp_do,CPP: dissolved oxygen,concept,d7,センサ・環境モニタリング,A-layer DO setpoint 40% -> 10% at high density; L0 local PID with agitation cascade.,0
cpp_glucose,CPP: glucose,concept,d7,センサ・環境モニタリング,A-layer glucose >1.5 mM; K_Glc=1.5 mM from Manstein 2021 Table 1; perfusion trigger source.,0
cpp_glutamine,CPP: glutamine,concept,d7,センサ・環境モニタリング,A-layer glutamine >0.01 mM; K_Gln=0.01 mM from Manstein 2021 Table 1.,0
cpp_lactate,CPP: lactate,concept,d7,センサ・環境モニタリング,A-layer lactate <50 mM; K_Lac=50 mM from Manstein 2021 Table 1; perfusion trigger source.,0
cpp_osmolality,CPP: osmolality,concept,d7,センサ・環境モニタリング,A-layer osmolality <500 mOsm/kg; K_Osm=500 mOsm/kg from Manstein 2021 Table 1; perfusion trigger source.,0
cpp_perfusion_rate,CPP: perfusion rate,concept,d4,プロセス制御・自律最適化,A-layer main actuator 0->7 vvd (Manstein 2021 Table 3); conditionally triggered by glucose/lactate/osmolality.,0
cpp_ph,CPP: pH,concept,d7,センサ・環境モニタリング,"A-layer pH setpoint 7.1; L0 local PID maintains, L1 may shift within envelope.",0
cpp_temp,CPP: temperature,concept,d7,センサ・環境モニタリング,A-layer temperature setpoint 37 C; L0 local PID.,0
cpp_vcd,CPP: viable cell density,concept,d7,センサ・環境モニタリング,A-layer VCD target ~35e6 cells/mL; measured by in-line capacitance; triggers passage.,0
cpp_viability,CPP: viability,concept,d7,センサ・環境モニタリング,"A-layer viability target >90%; primarily BO objective input, not L1 control target.",0
cpv,インライン/アットライン分析（CPV）,concept,d7,センサ・環境モニタリング,"工程内・近接でのリアルタイム計測で工程性能を継続検証(CPV)。AI/自動化が高スループットQCと工程安定性監視を可能にする。【P5】具体スタック(2026-06-15調査): VCD=in-line capacitance(Aber FUTURA/Hamilton Incyte, Manstein iPSCで定性検証), 代謝物=in-line Raman(CHOで閉ループglucose制御実証)＋at-line Nova BioProfile FLEX2(16項＋osmolality/viability), 凝集体径=in-line DHM(Ovizio)/FBRM(CLD≠径) or at-line画像(Kropp2019/FlowCam, 日次)。品質(未分化/同一性)・無菌はoffline=BO目的関数専用。",5
csv,CSV / CSA（システムバリデーション）,concept,d6,GMP・規制・データインテグリティ,計算機システムが目的適合かつALCOA+準拠であることを文書化した証拠。技術的統制で担保するのは複雑で時間を要するが必須工程。,1
ctrl_split,制御権限の二層分界,concept,d4,プロセス制御・自律最適化,"協業前提でデバイスを設計指定するとき、安全クリティカルな高速ループはデバイス局所コントローラ(検証済PID: 温度37℃/pH7.1/DO40%/撹拌rpm, 秒オーダ・決定的)に置き、ReActブレインは監督制御(設定点変更・灌流/給餌率・サンプリング/継代トリガ・アラーム応答, 30秒+オーダ)に限定する。LLMは高速ループを閉じない(安全/CSV)。緊急停止・無菌バリア・ハード保安連動は安全系のみが強制し、ブレインは読み取りのみ。",1
d1,細胞生物学・培養プロトコル,domain,d1,細胞生物学・培養プロトコル,自動化の対象そのもの。iPS細胞の樹立・維持・継代・分化誘導・量産の生物学的手順群で、各操作のパラメータが下流の制御変数になる。,1
d2,画像取得・コンピュータビジョン,domain,d2,画像取得・コンピュータビジョン,ラベルフリー画像から細胞状態を定量し、意思決定の入力を生成する層。コンフルエンシー・形態・分化の判定が中核。,1
d3,ロボティクス・液体ハンドリング,domain,d3,ロボティクス・液体ハンドリング,培養操作を物理的に実行する装置・ロボット層。汎用双腕と閉鎖型専用機の二系統がある。,2
d4,プロセス制御・自律最適化,domain,d4,プロセス制御・自律最適化,観察→判断→操作の閉ループと、プロトコル最適化（ベイズ最適化等）を担う制御知能の層。,2
d5,ソフトウェア基盤・相互運用,domain,d5,ソフトウェア基盤・相互運用,デバイス統合標準・ワークフローオーケストレーション・データ基盤。異種機器を跨ぐ統合の土台。,2
d6,GMP・規制・データインテグリティ,domain,d6,GMP・規制・データインテグリティ,製造ソフトが満たすべき規制・品質・電子記録の要件群。設計の制約条件を規定する。,2
d7,センサ・環境モニタリング,domain,d7,センサ・環境モニタリング,培養環境・無菌性の連続計測と、閉ループ制御への状態量供給。エッジ実装で分散計測。,1
d8,エコシステム・プレイヤー,domain,d8,エコシステム・プレイヤー,財団・企業・装置など実在の担い手と製品。技術選定とパートナリングの地図。,2
data_lifecycle,データライフサイクル管理,concept,d6,GMP・規制・データインテグリティ,生データの生成・処理・レビュー・保存・検索・廃棄までのALCOA+/Endurable/Availableを担保するライフサイクル管理。,1
datamodel,データモデル / インジェスト,concept,d5,ソフトウェア基盤・相互運用,画像・センサ・操作ログの標準化された取り込み。新旧機器の異種IFを跨いだ「データ取り込みギャップ」の解消が自律運転の前提。,2
degraded_mode,縮退運転モード,concept,d4,プロセス制御・自律最適化,ブレイン/LLM/通信断時にも L0 局所 PID と L1 最終検証済レシピで培養を継続するモード。再起動耐性・冪等性・安全を担保。,2
devprofile,デバイスプロファイル / ICD（協業の成果物）,concept,d5,ソフトウェア基盤・相互運用,"協業でデバイス側に実装を指定する単一の情報モデル(Interface Control Document)。LADS/OPC-UAのFunctional Unit/Function/Programで表現し、これがdevice実装とauto_cellのDomainVertical(channel↔sensor Function, tool↔controller Function/method, EBR↔Program/Result, event↔alarm)を束ねる。setpoint範囲・単位・検証済包絡線を含み、second-source(別ベンダ実装)を可能にする。bespoke REST/gRPCを一次契約にしない。",1
diff,分化誘導プロトコル,concept,d1,細胞生物学・培養プロトコル,目的細胞へ誘導する多段階手順。iPSC→RPEは seeding / preconditioning / passage / induction / maintenance の5段階として定式化され、自動探索のテンプレになった。,1
diffdet,分化領域検出,concept,d2,画像取得・コンピュータビジョン,未分化コロニー内の自発分化領域を検出・定量。分化率の閾値超過ウェルを除外したり、誘導の進行度評価に用いる専用DLモデル。,2
dispense,自動分注・ピペッティング,concept,d3,ロボティクス・液体ハンドリング,培地・試薬の精密分注と吸引。液面追従・体積制御・無菌チップ運用が再現性を決める。リキッドハンドラ統合の基本ユニット。,1
dlmodel,DLモデル（分割/分類）,concept,d2,画像取得・コンピュータビジョン,セグメンテーション(面積/コンフルエンシー)と分類(形態・分化)の学習モデル群。ラベルフリー前提・低コントラスト対応・施設間汎化が実装課題。,2
doe,実験計画の定式化,concept,d4,プロセス制御・自律最適化,プロトコルをパラメータ空間に写像し、最適化問題として定義する工程。各操作を変数化（濃度・日数・剥離強度等）し探索可能にする前処理。,1
dualarm,双腕ヒューマノイド,concept,d3,ロボティクス・液体ハンドリング,汎用器具をそのまま扱える人型双腕（例: LabDroid Maholo）。プロトコル変更に柔軟で、パラメータ探索や手作業の写像に向く。,2
ebr,電子バッチ記録（EBR）,concept,d6,GMP・規制・データインテグリティ,製造工程で生成される改ざん不能な電子記録。前工程データの検証で次工程の整合を担保し、逸脱時の是正を可能にする。,1
ebr_derivation,EBR導出ビュー,concept,d6,GMP・規制・データインテグリティ,1培養ラン=1EBRをevent_storeから導出するためのビュー。R&D一次ではEBR-like実験プロビナンスレポートとして運用。,1
edge,エッジセンサ統合,concept,d7,センサ・環境モニタリング,マイコン/IoTによる多点センサ取得とデバイス層への配信。標準IF（SiLA2/OPC-UA）やゲートウェイ経由で上位へ集約する接点。,1
envmon,環境モニタリング（DO/pH/CO₂/温度）,concept,d7,センサ・環境モニタリング,培養環境の連続計測。維持培養や量産の安定性を支え、閉ループ制御の状態量を供給する。エッジ実装（ESP32等）で分散計測が可能。,1
epistra,Epistra（自律最適化）,player,d8,エコシステム・プレイヤー,Maholo×AIの自律実験を支えた企業の一つ。実験計画・ベイズ最適化など最適化エンジン側で関与。,1
escalation_policy,承認エスカレーションポリシー,concept,d4,プロセス制御・自律最適化,承認要求がタイムアウト・却下・実行失敗した場合のエスカレーションルール。安全側へ倒す（キャンセル/ホールド）を基本とし、リトライ上限超過時は人間介入待ち。,1
event_store,イベントストア,concept,d5,ソフトウェア基盤・相互運用,時系列のイミュータブルイベントログを格納するデータ基盤。EBR導出、監査証跡、LADS Program/Result対応の基盤。,1
feeder,フィーダーフリー培養,concept,d1,細胞生物学・培養プロトコル,フィーダー細胞を用いず基質コート上で培養する方式。臨床・自動化に適し、画像解析でも背景が単純化しやすい。,1
gateway,レガシーデバイス・ゲートウェイ,concept,d5,ソフトウェア基盤・相互運用,独自IFしか持たない既存機器を標準IFへ橋渡しするゲートウェイ層。GPIO/USB/シリアル接続と遠隔監視で「スマート化」する。,1
gateway_cmd_ack,Gateway command/ack correlation,concept,d5,ソフトウェア基盤・相互運用,MQTT 5.0 Response Topic + Correlation Data を使った非同期 request-response。冪等キーと Message Expiry Interval による重複/stale コマンド防止。,0
gctp,GCTP（再生医療等製品製造管理）,concept,d6,GMP・規制・データインテグリティ,再生医療等製品の製造・品質管理基準。製造設備に加え管理手法の適合性をPMDAが調査。製造ソフトの設計境界を規定する。,1
growth,増殖曲線予測→継代トリガ,concept,d2,画像取得・コンピュータビジョン,定期観察から面積値の増殖曲線を推定し、目標密度到達の至適時刻を予測。これがスケジューラと継代操作のトリガになる閉ループの起点。,2
hmi_dashboard,HMI ダッシュボード,concept,d4,プロセス制御・自律最適化,研究者が培養状態・承認待ち・アラート・BO 提案を一目で把握するメイン画面。CPP 現在値・トレンド・phase・承認キューを表示し、on-the-loop の接点となる。,2
human_approval,Human-on-the-loop 承認,concept,d6,GMP・規制・データインテグリティ,包絡線を外れる setpoint 変更、継代実行、BO 提案採用、緊急停止/ホールド等に対する研究者/オペレータの承認。,0
human_on_the_loop,Human-on-the-loop,concept,d4,プロセス制御・自律最適化,監視・判断・包絡線内アクションは自律、包絡線外や重大アクションは人の承認を要する運転形態。auto_cell A 層の自律度。,1
icd_setpoint_envelope,ICD setpoint envelope,concept,d4,プロセス制御・自律最適化,協業 ICD に定義された設定点範囲・単位・変化率制限。validate_tool_call と gateway 側の二重検証に使われる。,0
idempotency,冪等性,concept,d5,ソフトウェア基盤・相互運用,L1→L0 の setpoint 変更を idempotency key 付き request-response とし、ブレイン再起動後も同一コマンドを再発行可能にする性質。,0
instr_aber_futura,Aber FUTURA,system,d7,センサ・環境モニタリング,Aber Instruments の in-line capacitance biomass センサ。580 kHz 線形モデルで VCD を推定。,0
instr_fbrm_g400,Mettler Toledo ParticleTrack G400,system,d7,センサ・環境モニタリング,FBRM 技術による in-situ 弦長分布計測器。0.5–2000 µm レンジ。,0
instr_flowcam,FlowCam,system,d7,センサ・環境モニタリング,Fluid Imaging Technologies のフローイメージング顕微鏡。2 µm–1 mm の粒子/凝集体画像解析。,0
instr_hamilton_incytes,Hamilton Incyte Arc,system,d7,センサ・環境モニタリング,Hamilton の in-line permittivity ベース VCD センサ。RS485 Modbus 出力、哺乳類 5e5–8e9 cells/mL レンジ。,0
instr_nova_flex2,Nova BioProfile FLEX2,system,d7,センサ・環境モニタリング,Nova Biomedical の 16 項目 at-line 細胞培養分析器。275 µL・4.5 分、OLS による自動サンプリング対応。,0
instr_ovizio_ilinef,Ovizio iLINE-F PRO,system,d7,センサ・環境モニタリング,Ovizio の D3HM ベース in-line ホログラフィ細胞/凝集体モニタリングシステム。OPC UA 対応。,0
instr_sartorius_viamass,Sartorius BioPAT ViaMass,system,d7,センサ・環境モニタリング,Sartorius の in-line capacitance biomass センサ。Aber 技術ベース、BioPAT MFCS/DCU 統合。,0
kaneka,カネカ × 理研（林洋平ら）,player,d8,エコシステム・プレイヤー,財団研究開発センターと共同で、樹立から大量培養までを一貫させた浮遊培養をeLifeに報告。量産・自動化の基盤形態を提供。,2
kinetics,浮遊培養速度論モデル（Tier2 plant 原典）,concept,d1,細胞生物学・培養プロトコル,"iPSC浮遊培養の比増殖速度をMonod型で表すin silicoモデル。auto_cell Tier2 plant_modelの原典はManstein & Zweigerdt 2021（SCTM/STAR Protocols, src_manstein）で、グルコース・乳酸・グルタミン・浸透圧・凝集体径の阻害項を持ち、灌流で7日35×10⁶ cells/mLを達成した過程制御モデル。Table1定数(µ=1.35/d, KGlc=1.5mM, KLac=50mM, KGln=0.01mM, KOsm=500mOsm/kg, KAgg=350/2=175µm径)はplant_modelと完全一致。Galvanauskas 2019(src_galv)は3項のみの近縁別モデル。",1
l0_fail_safe,L0 フェイルセーフ,concept,d4,プロセス制御・自律最適化,ブレイン/通信断時に局所 PID が最終検証済 setpoint を保持し続ける設計。ブレイン停止時も培養を継続させる。,0
l0_local_pid,L0 局所 PID,concept,d4,プロセス制御・自律最適化,バイオリアクター本体の局所コントローラ。温度/pH/DO/撹拌の高速安全ループを秒オーダで決定的に制御する。,0
lads_actuator_function,LADS Actuator Function,concept,d5,ソフトウェア基盤・相互運用,LADS Functional Unit に属する駆動機能。灌流ポンプ、給餌ポンプ、培地交換弁、サンプリング弁等の離散/連続駆動素子を表す。,0
lads_controller_function,LADS Controller Function,concept,d5,ソフトウェア基盤・相互運用,LADS Functional Unit に属する制御機能。局所 PID（pH/DO/Temp/Agitation）の制御ロジックを内包し、ブレインからの検証済設定点を受け取る。,0
lads_functional_unit,LADS Functional Unit,concept,d5,ソフトウェア基盤・相互運用,LADS v1.0.0 で定義される機能単位。バイオリアクタ槽を 1 つの仮想デバイスとして集約し、内部に Sensor/Controller/Actuator Function と ProgramManager を持つ。,0
lads_program_result,LADS Program/Result,concept,d5,ソフトウェア基盤・相互運用,LADS ProgramManager が管理するプログラム（seed/passage/perfusion_ramp/clean）とその実行結果。EBR 導出の原材料となる。,0
lads_sensor_function,LADS Sensor Function,concept,d5,ソフトウェア基盤・相互運用,LADS Functional Unit に属するセンサ機能（analog/discrete/multi-state）。pH/DO/Temp/Agitation/Capacitance/Raman/Pressure/Level/Foam 等が該当。,0
lims,LIMS / LES（情報・実行系）,concept,d5,ソフトウェア基盤・相互運用,検体・試薬・手順・結果を記録/指図する上位システム。デバイス層からのデータを集約し、バッチ記録・トレーサビリティに接続する。,2
llm_orchestrator,L3 薄い LLM オーケストレータ,concept,d4,プロセス制御・自律最適化,ADR-0001 で採用された L3 層。ワークフロー dispatch、曖昧知覚解釈、新規例外処理、研究者対話・承認仲介をイベント駆動で実行。定常制御には関与しない。,0
llm_validation,LLM層検証戦略,concept,d6,GMP・規制・データインテグリティ,L3薄いLLMオーケストレータの非決定性を抑え、プロンプトバージョニング・出力根拠ログ・性能モニタリングでGAMP5 AI/ML要件に対応する戦略。,1
loop,クローズドループ判断,concept,d4,プロセス制御・自律最適化,観察→判断→操作のサイクルを人手介入なしで回す。画像メトリクスを意思決定点に変換し、通知か次工程実行かを分岐する制御ロジック。,2
maint,iPSC維持培養,concept,d1,細胞生物学・培養プロトコル,未分化状態を保つ日々の培地交換と環境維持。ヒトiPSは毎日の培地交換と約3日ごとの継代が必要で、熟練手技に依存する点が自動化の主対象。,2
measurement_aggregate_imaging,at-line 凝集体画像計測,concept,d7,センサ・環境モニタリング,FlowCam または Kropp 型バイパス顕微鏡による凝集体径・形態の画像解析。v1 では離散/日次運用が現実的。,0
measurement_atline_nova,at-line Nova FLEX2 マルチパラメータ,concept,d7,センサ・環境モニタリング,Nova BioProfile FLEX2 による 16 項目（代謝物/ガス/電解質/細胞密度/生存率/細胞径/浸透圧）のアットライン分析。Raman 校正・BO 入力の正解ラベル源。,0
measurement_fbrm_cld,FBRM 弦長分布計測,concept,d7,センサ・環境モニタリング,Mettler Toledo ParticleTrack による Focused Beam Reflectance Measurement。連続計測可能だが、CLD は真の粒径分布ではなく凝集体形状に依存。,0
measurement_ovizio_dhm,Ovizio D3HM ホログラフィ計測,concept,d7,センサ・環境モニタリング,Ovizio iLINE-F PRO の Double Differential Digital Holographic Microscopy。ラベルフリー連続細胞/凝集体モニタリング。iPSC 実証は限定的。,0
measurement_raman_inline,in-line Raman 代謝物計測,concept,d7,センサ・環境モニタリング,in-line Raman 分光による glucose/lactate/glutamine/glutamate の同時推定。CHO で PID 閉ループ実証あり。iPSC では chemometric 再校正が必要。,0
measurement_vcd_capacitance,in-line capacitance VCD,concept,d7,センサ・環境モニタリング,Aber/Hamilton/Sartorius 等の誘電分光/インピーダンスセンサによる生細胞密度の連続計測。iPSC 高密度では offline VCD・細胞径・生存率を用いた校正が必要。,0
moldev,Molecular Devices / CellXpress.ai,system,d8,エコシステム・プレイヤー,イメージングベースのAI判断で給餌・継代を自動化する商用システム。DLで形態/分化を識別し、24/365運転で複数株を拡大。,2
monitoring_ammonia_atline,at-line アンモニウムモニタリング,concept,d7,センサ・環境モニタリング,Nova FLEX2 による NH4+ のアットライン計測。CPP ではないが、代謝毒性早期発見のため監視。,0
monitoring_quality_offline,offline 品質マーカー計測,concept,d7,センサ・環境モニタリング,未分化/多能性マーカー（OCT4/SOX2/NANOG/SSEA/TRA）、核型/同一性、自発分化等の offline/run 単位計測。BO 目的関数専用。,0
monitoring_sterility_offline,offline/rapid 無菌性計測,concept,d7,センサ・環境モニタリング,汚染/無菌性の offline または rapid micro 検査。現時点で検証済み online 手段は未確認。CAPA トリガ源。,0
morphcls,コロニー形態分類,concept,d2,画像取得・コンピュータビジョン,良/不良フェノタイプをCNN等で識別。形態パラメータが未分化性・クローン性維持能と相関し、選抜・除外の自動判断に使う。,2
motioncap,熟練手技のモーション再現,concept,d3,ロボティクス・液体ハンドリング,熟練者の作業を動作解析し数値化してロボットで再現する思想。「誰でもできるよう数値化して自動化」が財団の自動化方針の核。,2
mqtt_topic_contract,MQTT topic contract,concept,d5,ソフトウェア基盤・相互運用,auto_cell brain と device_gateway 間の MQTT topic 命名規則。cell/{culture_unit_id}/{direction}/{category}/{device_id}/{function_id} の形式。,0
mtp,MTP（モジュール型パッケージ）,concept,d5,ソフトウェア基盤・相互運用,モジュール式・柔軟自動化を可能にする記述。SiLA2と組み合わせ、R&Dから製造へのスケールを支える構成管理の枠組み。,1
multi_fidelity,多忠実度 BO,concept,d4,プロセス制御・自律最適化,Tier2 plant_model（低忠実度・低コスト）と実バイオリアクタ run（高忠実度・高コスト）を統合したベイズ最適化。,0
multifidelity_sim,多忠実度シミュレーション接続,concept,d4,プロセス制御・自律最適化,L2 BO への多忠実度接続。Tier2 plant_model を低コスト低忠実度評価、実バイオリアクタ run を高忠実度評価として組み込む。,0
notification_suppression,通知抑制（suppression_defaults）,concept,d4,プロセス制御・自律最適化,同一イベントの短時間再発を抑制し HMI/push のフラッディングを防ぐ仕組み。contamination_suspected は抑制不可とする。,1
opcua,OPC-UA / LADS,concept,d5,ソフトウェア基盤・相互運用,"産業で普及するM2M標準OPC-UAと、その研究室向けコンパニオン規格LADS。SiLA2と並ぶデバイス通信の選択肢で、製造ライン連携に強い。【P3】LADS v1.0.0(2024年1月, OPC Foundation+Spectaris+VDMA)はバイオリアクタを明示的にモデル化—Functional Unit×Function(analogセンサ/controller/program)構成で、auto_cellのchannel_config/tool_schemas/EBRに直接対応。Eppendorf DASware等プロセス制御機はOPC公開。A層バイオリアクタ制御のデバイスIF第一候補。",1
orch,ワークフロー・オーケストレーション,concept,d5,ソフトウェア基盤・相互運用,"タスクとデータと物理ハードを途切れなく統合する制御フレーム（AlabOS, Helao 等）。各機器をサービス化し横断ワークフローを管理。",1
pana,パナソニックHD,player,d8,エコシステム・プレイヤー,岩田研由来の閉鎖型自動培養の系譜。2026年4月、中之島クロスでiPS樹立工程の自動化実証を開始し、最難関の樹立に踏み込む。,2
part11,21 CFR Part 11 / Annex 11,concept,d6,GMP・規制・データインテグリティ,電子記録・電子署名の監査性と安全な取扱いを求めるFDA/EU規制。電子系の設計（権限・署名・改ざん防止）の直接要件。,1
passage,継代（剥離・分散）,concept,d1,細胞生物学・培養プロトコル,コロニーを剥離し新プレートへ植え継ぐ工程。単一細胞分散かクランプ維持か、ROCK阻害剤(Y-27632)添加、シェアストレス管理が品質を左右する。,2
perfusion_trigger,perfusion ramp trigger,concept,d4,プロセス制御・自律最適化,L1 rule event that raises perfusion rate when glucose/lactate/osmolality cross thresholds.,0
peripheral_atline_analyzer,SiLA2 at-line 分析器,system,d8,エコシステム・プレイヤー,SiLA2 で統合される at-line 分析器（例: Nova BioProfile FLEX2）。代謝物パネル・浸透圧・生存率を提供。,0
peripheral_dispenser,SiLA2 自動分注器,system,d8,エコシステム・プレイヤー,SiLA2 で統合される液体分注器。feed/exchange_media 等の培地操作を実行。,0
peripheral_sampler,SiLA2 サンプリングロボ,system,d8,エコシステム・プレイヤー,SiLA2 で統合される at-line サンプリングロボ。take_sample コマンドを提供。,0
plant_model_calibration,plant_model パラメータ同定・不確実性,concept,d4,プロセス制御・自律最適化,文献値を prior とし、実 run データでベイズ推定または最小二乗により校正。パラメタ事後分布・GP バイアス・構造候補モデルで不確実性を表現。,0
plant_model_interface,plant_model step IF,concept,d4,プロセス制御・自律最適化,"step(actuators)->sensors という決定的インターフェース。アクチュエータ（perfusion_rate_vvd, agitation_rpm, gas setpoints, feed bolus）を受け、センサ軌道（VCD/代謝物/凝集体径）を返す。",0
plant_model_regression,plant_model 回帰テスト,concept,d4,プロセス制御・自律最適化,同一アクチュエータ系列 → 同一センサ軌道の決定性を保証するゴールデンテスト。CSV/CSA 観点から L1 制御ループの検証リグとして運用。,0
qccrit,細胞品質基準,concept,d1,細胞生物学・培養プロトコル,未分化マーカー発現・三胚葉分化能・核型など、製造物が満たすべき生物学的基準。自動判定の「正解ラベル」を定義し、画像代理指標と紐づける必要がある。,2
ramlaw,再生医療等安全性確保法 / 施設基準,concept,d6,GMP・規制・データインテグリティ,細胞培養加工施設の構造設備基準と適合性調査の根拠法。my iPS製造施設はこの枠組みでPMDA適合性調査を受け稼働を目指す。,2
ramp_limit,ramp rate limit,concept,d4,プロセス制御・自律最適化,Maximum per-unit-time change for perfusion/agitation/DO setpoints to avoid shear/osmotic shock.,0
rbi,Robotic Biology Institute / Maholo,system,d8,エコシステム・プレイヤー,双腕ヒューマノイドLabDroid Maholoの提供元。汎用器具操作と高再現性で、自律探索プラットフォームの物理基盤を担う。,1
recipe_dsl,レシピ DSL,concept,d4,プロセス制御・自律最適化,培養フェーズ・条件起動ロジック・setpoint 包絡線を宣言的に記述する軽量ドメイン特化言語（YAML/JSON 想定）。Manstein 型灌流 0→7 vvd の条件起動を記述可能。,0
recipe_executor,L1 決定的レシピ実行器,concept,d4,プロセス制御・自律最適化,ADR-0001 で採用された L1 層。レシピ DSL とルールエンジンに基づき、灌流/給餌/撹拌/サンプリング/継代要否を状態とレシピから決定的に実行する。LLM は per-cycle には入らない。,0
reprog,iPSC樹立（初期化）,concept,d1,細胞生物学・培養プロトコル,体細胞をRNA等で初期化しコロニーを得る最難関工程。形態が動的で良質コロニー選抜が職人技。財団・パナソニックが2026年に樹立工程の自動化実証に着手。,2
rl,強化学習（発展領域）,concept,d4,プロセス制御・自律最適化,方策学習による操作・条件最適化。製造GMP文脈では検証可能性が壁で、現状は画像判断・BOが主流、RLは研究段階。,1
